ID,source,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
2313,city scrape,Spacious 3BRM Close to Gabba with Car Park & WiFi,"My spacious & sunny apartment is on the 2nd floor of a boutique building in a quiet, leafy street. Note this building does not have a lift.<br /><br />You'll enjoy beautiful breezes, natural light and peace and quiet here.<br /><br />The building is located a short walk The Gabba stadium & just 2.5KM from the CBD. There's also an array of shops, restaurants & bars on your door.<br /><br />Free parking, Fast WiFi, Comfy Furnishings & a Smart TV.","A short walk to The Gabba<br />Local Eats - Pearl Cafe, Bakers Arms, Paw Paw Cafe, Benneton Bakery<br />Dan Murphys <br />The Australian Hotel 50m<br />The Shafston Hotel 500m<br />Mater Hospital 1.5km<br />Lady Cilento Hospital 1.5km<br />Princess Alexandra Hospital 2km<br />Southbank Parklands 2km<br />Brisbane Wheel<br />Story Bridge Walk<br />Kangaroo Point rock climbing<br />Brisbane River<br />CBD restaurants & bars<br />West End<br />Boundary Street Markets",78924442,Lee,2016-06-20,"Brisbane, Australia","I am a young professional born and raised in Brisbane and am happy to help you see the great parts of this city that aren't in the Guidebooks.

I started hosting in April of 2018 and have been very fortunate to do this as a full time job. How lucky to be able to do something I LOVE for work! Even though I host several apartments, your stay will still be personal and homely. I have made sure that each of my apartments have all the little touches you'd expect from an Airbnb. 

I enjoy meeting people from different parts of the world and I look forward to connecting with you as a host or traveler. I will do my best to make your stay as comfortable as possible :) ",within an hour,100%,98%,f,,297.0,"['email', 'phone']",t,t,East Brisbane,-27.483045369554254,153.04170926609052,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,3.0,"[""Hair dryer"", ""Self check-in"", ""Dishes and silverware"", ""Dryer"", ""Air conditioning"", ""Free parking on premises"", ""Noise decibel monitors on property"", ""Iron"", ""Kitchen"", ""Lockbox"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib - available upon request"", ""TV"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Dining table"", ""Washer""]",1,365,1.0,3.0,365.0,365.0,2.6,365.0,13,43,73,348,86,19,1,34,23,114,20862.0,2022-11-14,2025-10-17,4.57,4.67,4.65,4.84,4.81,4.59,4.5,t,291,291,0,0,2.36,$183.00
2314,city scrape,Bright Room in Graceville - Walk to Cafés & Train,"This modern home features a bright private room with balcony access, a large desk, a wardrobe, and plenty of natural light. Enjoy a renovated bathroom, clean shared spaces, and the peaceful vibe of Brisbane’s serene neighbourhood. Highlights include fast Wi-Fi, a dedicated work desk, a modern shared bathroom, and a 5-minute walk to Graceville Station and cafes, while buses are the best way to reach UQ, QUT, and the CBD. Perfect for work, study, or leisure, your ideal base for relaxing.",,255899400,Hai,2019-04-15,"Brisbane, Australia",,within an hour,100%,100%,f,,3.0,"['email', 'phone']",t,t,Chelmer - Graceville,-27.5220358,152.9833611,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Self check-in"", ""Piano"", ""Free parking on premises"", ""First aid kit"", ""Kitchen"", ""Lockbox"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Washer""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,7,28,48,317,2,2,2,24,0,12,1080.0,2025-10-17,2025-11-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0,3,0,2.0,$90.00
2315,city scrape,Long-short accommodation,"Enjoy a private, modern studio with ensuite and independent entrance in peaceful Brisbane, perfect for comfort and privacy. Fully furnished: full kitchen on wheels, private laundry, workspace, air-conditioning, and fast Wi-Fi. Conveniently located near Mt Ommaney Shopping Centre, cafés, parks, train, and express bus stops with 50¢ transport to Brisbane CBD, UQ, QUT, and the Gold Coast. Ideal for relocating, remote work, or short contracts.  with flexible move-in and discounted long-stay rates.",,52889617,Son Kim,2015-12-31,,"Life is short, respect others is respectful yours!",within an hour,100%,95%,t,,1.0,['phone'],t,t,Middle Park - Jamboree Heights,-27.55508,152.93184,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,"[""Laundromat nearby"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Private living room"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Heating - split type ductless system"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Room-darkening shades"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Bidet"", ""Wine glasses"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Clothing storage"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""EV charger"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Sound system"", ""Conditioner"", ""Bread maker"", ""Private entrance"", ""Body soap"", ""TV"", ""Oven""]",3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,29,40,62,337,9,9,1,40,0,54,5562.0,2025-01-16,2025-10-19,4.56,4.22,4.89,4.56,4.78,4.33,4.33,f,1,0,1,0,0.9,$103.00
2316,city scrape,Sunny Apt near Gabba w/ Rooftop Pool & City Views,"My spacious & sunny apartment is on the top floor of a boutique building. You'll get access to incredible amenities such as the rooftop pool with specatcular 360 degrees views plus the separate BBQ area!<br /><br />The building is located opposite The Gabba stadium & just 2.5KM from the CBD. There's also an array of shops, restaurants & bars on your door.<br /><br />Relax by the pool, explore the endless attractions around you or spend a quiet day inside enjoying the comfortable furnishings, smart TV & fast WiFi.","Opposite Woolloongabba Stadium <br />Local Eats - Neesh Bar, All Espresso, Bakers Arms, Paw Paw Cafe, Banneton Bakery <br />Dan Murphys right beside apt<br />The Australian Hotel 50m <br />The Shafston Hotel 500m <br />The Story Bridge Hotel 3km<br />Mater Hospital 1.5km<br />Lady Cilento Hospital 1.5km <br />Princess Alexandra Hospital 2km<br />Southbank Parklands 2km<br />The Jetty, Plough Inn 2km<br />Brisbane Wheel 2km<br />Story Bridge Walk 3km<br />Kangaroo Point rock climbing<br />Brisbane River<br />CBD restaurants & bars <br />West End <br />Boundary Street Markets",37443805,Leesa,2015-07-03,"Brisbane City, Australia","Upbeat, fun, adventurous, professional couple with the coolest little boys Cyrus & Darius. Always clean, tidy & respectful. ",within an hour,100%,100%,t,,2.0,"['email', 'phone']",t,t,East Brisbane,-27.48776,153.03999,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Baking sheet"", ""Refrigerator"", ""Sun loungers"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Barbecue utensils"", ""Books and reading material"", ""Elevator"", ""Lockbox"", ""Shared outdoor kitchen"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Shared BBQ grill: electric"", ""Shared outdoor pool - available all year, rooftop"", ""Paid street parking off premises"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Shower gel"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Crib"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Heating"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Patio or balcony"", ""Free parking on premises"", ""Conditioner"", ""Body soap"", ""TV"", ""Dining table"", ""Oven""]",3,365,2.0,7.0,1125.0,1125.0,3.1,1125.0,2,10,26,42,270,36,1,9,39,216,42120.0,2017-12-10,2025-10-13,4.91,4.93,4.88,4.89,4.97,4.86,4.87,f,2,2,0,0,2.8,$195.00
2317,city scrape,Stylish 1bd apartment CBD,"Located in the Skyline Apartments building in the northern end of CBD. Skyline is modern, with awesome facilities, located within easy walking distance to the Eagle Street Pier, Queen Street Mall, as well as having easy access to Fortitude Valley. <br /><br />This fully air conditioned luxury open plan apartment is the entertainers dream with high end stainless steel appliances, spacious floor plan, floor to ceiling windows to catch the unbelievable river views.",,94200112,Aleja,2016-09-08,,"Well experienced guest service agent with 7 years experience within the hotel industry.  Outgoing, driven and excellent communicator",within an hour,100%,100%,,,3.0,"['email', 'phone']",t,t,Brisbane City,-27.4628136,153.0325811,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Outdoor dining area"", ""Self check-in"", ""Exercise equipment"", ""Paid parking on premises"", ""Air conditioning"", ""Lockbox"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""BBQ grill"", ""Pool"", ""Wifi"", ""Dedicated workspace"", ""Washer""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,18,47,77,349,21,21,5,38,0,126,18522.0,2025-08-03,2025-11-03,4.33,4.38,4.19,4.29,4.24,4.57,4.24,f,2,2,0,0,6.24,$147.00
2318,city scrape,Cosy & Fully Contained 1 Bed Apartment,"Fully furnished cosy 1 bed 1 bath flat situated underneath the main residence in Sinnamon Park.<br />The residence includes a fully equipped kitchen with a fridge, oven, stove, pantry, study desk, dishwasher, two seater dining table, washing machine, private outdoor patio and small table and chairs.<br />The upstairs property will be used by other guests or the owners.","Approx. 20min drive Brisbane CBD with no traffic. <br /><br />Close to Mt Ommaney shopping centre (5min) and Rocks riverside park (5min).<br />- Park run at rocks riverside park<br /><br />Approx. travel time by car to nearby places (outside of peak hours):<br />- Mt Ommaney Shopping centre (5min)<br />- Jindalee DFO & Shops (7min)<br />- Oxley Shops incl. Bunnings, Harvey Norman, jb hifi, tk maxx etc (11 mins) <br />- Rocks riverside park lands (6min)<br />- Regatta Hotel (12min)<br />- Oxley Station & Shops (7min)<br />- Brisbane CBD (20min)<br />- West End (23min)<br />- Southbank (24min)<br />- McLeod Country Golf Club (5min)<br />- Corinda Golf Course (10 min)",47756591,Zachary,2015-10-30,,,within an hour,83%,60%,t,,5.0,"['email', 'phone']",t,t,Seventeen Mile Rocks - Sinnamon Park,-27.55685,152.94203,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Portable fans"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Central heating"", ""Stove"", ""Self check-in"", ""Private patio or balcony"", ""Kitchen"", ""Pets allowed"", ""Wine glasses"", ""Free parking garage on premises"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Private entrance"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""TV"", ""Dining table"", ""Oven""]",14,280,14.0,14.0,280.0,280.0,14.0,280.0,4,24,31,31,49,8,1,24,5,224,25536.0,2021-12-01,2025-10-17,4.92,4.94,4.96,4.92,4.9,4.8,4.9,f,2,2,0,0,1.02,$114.00
2319,city scrape,Suite Sweet Long Term,Practically located 9 km from the CBD. Great for business or pleasure. Enjoy a stylish experience at this centrally located place.,,38029254,Mark,2015-07-09,,,within an hour,100%,89%,t,,8.0,"['email', 'phone', 'work_email']",t,t,Rocklea - Acacia Ridge,-27.5572,153.02006,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Essentials"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Hot water kettle"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Electric stove"", ""Hot water"", ""Shower gel"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Free parking on premises"", ""Conditioner"", ""Clothing storage: closet"", ""Private entrance"", ""Body soap"", ""TV"", ""Oven""]",45,365,45.0,45.0,365.0,365.0,45.0,365.0,12,42,72,347,9,1,0,33,6,90,7020.0,2023-05-29,2025-06-08,4.89,5.0,4.56,5.0,5.0,4.22,4.78,f,8,8,0,0,0.3,$78.00
2320,city scrape,Sweet home in the Valley,"Stay and relax with your family at our peaceful apartment. Enjoy stunning views of the Brisbane suburbs and easy access to the city center, and convenient location next to the Fortitude Valley metro station.<br /><br />You'll also be able to take advantage of our swimming pool and well equipped gym.<br /><br />I will stay available for any question you might have, so feel free to contact me anytime.",,556922981,Lee,2024-01-16,,,within an hour,100%,100%,f,,1.0,"['email', 'phone']",t,t,Fortitude Valley,-27.45776,153.03085,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Backyard"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Lockbox"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Clothing storage: closet and wardrobe"", ""Self check-in"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Heating"", ""City skyline view"", ""Drying rack for clothing"", ""Conditioner"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Shared pool - available all year, open specific hours"", ""Dining table""]",4,250,4.0,4.0,250.0,250.0,4.0,250.0,4,17,17,17,25,16,0,17,10,128,17792.0,2024-02-28,2025-09-22,4.6,4.56,4.56,4.6,4.64,4.6,4.44,t,1,1,0,0,1.2,$139.00
2321,city scrape,Luxurious Portside Apartment w/ Car Park & Balcony,"Step into our luxurious apartment located in the heart of Portside, Hamilton. With quality furnishings & a king bed, it's the ideal spot for a weekend or week-long escape in Brisbane. Enjoy the convenience of catching the City Cat into the City or strolling down to Eat Street, while also having the added benefit of a car park. You'll love the perfect location, with shops, cafes, & restaurants right at your doorstep, & just a short 10-minute drive from Brisbane Airport & 15 minutes to the CBD.",,528375460,Jake,2023-07-28,"Hamilton, Australia",,,,,f,,1.0,"['email', 'phone']",t,t,Hamilton (Qld),-27.4401586,153.0694467,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Paid parking garage off premises"", ""Baking sheet"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Smoke alarm"", ""40 inch HDTV"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Fast wifi \u2013 57 Mbps"", ""Hair dryer"", ""Hot water kettle"", ""Free street parking"", ""Hangers"", ""Coffee maker: Nespresso"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Iron"", ""Sukin shampoo"", ""Sukin conditioner"", ""First aid kit"", ""Hot water"", ""Paid parking lot on premises \u2013 2 spaces"", ""Smart lock"", ""Shower gel"", ""Cleaning available during stay"", ""Central heating"", ""Room-darkening shades"", ""Self check-in"", ""Fire extinguisher"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Board games"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Stainless steel gas stove"", ""Outdoor furniture"", ""AC - split type ductless system"", ""Sukin body soap"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Free parking garage on premises \u2013 1 space"", ""Dining table""]",2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,7,8,14,83,106,31,5,8,67,186,38688.0,2023-08-07,2025-11-08,4.98,4.96,4.98,4.94,5.0,4.96,4.97,f,1,1,0,0,3.84,$208.00
2322,city scrape,Clean and tidy studio with park views. Less $150.,"Clean and tidy opposite quiet park with verandah and park views. Undercover parking, free washer/ dryer use. 2 minute walk to Gabba Oval and close to city.<br /><br />Listing has  belongings in shelf and storage spaces looks more homely than photos.<br /><br />NOTE $150 will be refunded if the studio is cleaned by guest and 5 star review given. Cleaning includes washing bedding; vacuum; moping; toilet; sinks and shower; dishes; and rubbish taken out<br /><br />Visits for a 3rd person, a small single air mattress is provided",,127414593,Shane,2017-04-24,"Petrie Terrace, Australia",,within an hour,100%,67%,f,,1.0,"['email', 'phone']",t,t,Woolloongabba,-27.49036,153.04163,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Hangers"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Free parking on premises"", ""Iron"", ""Kitchen"", ""TV"", ""Heating"", ""Cooking basics"", ""Dedicated workspace"", ""Washer""]",1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,176,42,6,0,47,9,36,6156.0,2021-02-12,2025-08-07,4.1,4.17,4.05,4.36,4.21,4.21,4.02,f,1,1,0,0,0.73,$171.00
